Birim numarasý,Hanehalký tipi,Oturulan konutun tipi,Oturulan konutun mülkiyet durumu,Aylýk ödenen kira tutarý,Konutu kiralama þekli,Lojmandan faydalanan ferdin sýra numarasý,Aylýk izafi kira,Sahip olunan konutun borcu veya ipoteði olup olmadýðý,Oturulan konutun piyasa deðeri,Bu konutta ne kadar süredir oturulduðu (Yýl),Bu konutta ne kadar süredir oturulduðý (Ay),Oturulan binanýn yapýlýþ tarihi,Oturulan konutun oda sayýsý (salon dahil),Oturulan konutun faydalanýlan net alaný (metrekare),Salon zemin yapýsý,Oda zemin yapýsý,Mutfak zemin yapýsý,Banyo zemin yapýsý,Temel ýsýtma sistemi,Isýnma amacýyla kullanýlan yakýt türü 1,Isýnma amacýyla kullanýlan yakýt türü 2,Isýnma amacýyla kullanýlan yakýt türü 3,Yemek piþirmek amacýyla kullanýlan temel yakýt türü,Sýcak su elde etmek amacýyla kullanýlan temel yakýt türü,Günlük alýþveriþ hizmetlerine ulaþma zorluðu,Bankacýlýk hizmetlerine ulaþma zorluðu,Posta hizmetlerine ulaþma zorluðu,Toplu ulaþým hizmetlerine ulaþma zorluðu,Saðlýk merkezi hizmetlerine ulaþma zorluðu,Zorunlu eðitim okullarýna ulaþma zorluðu,Ýkinci konutun olup olmadýðý,Banyo sahipliði,Sauna sahipliði,Jakuzi sahipliði,Tuvalet (Ev içinde) sahipliði,Mutfak sahipliði,Çöp öðütücü sahipliði,Kalorifer sahipliði,Tabandan ýsýtma sistemi sahipliði,Borulu su sistemi (Þebeke suyu) sahipliði,Doðalgaz sahipliði,"Sýcak su (güneþ enerjisi, kombi, devamlý sýcak su, vb.) sahipliði",Kablolu yayýn sahipliði,Asansör sahipliði,Kapalý garaj sahipliði,Yüzme havuzu (Baðýmsýz veya müþterek) sahipliði,Jeneratör (Baðýmsýz veya müþterek) sahipliði,Güvenlik görevlisi/sistemi sahipliði,Balkon sahipliði,Bahçe sahipliði,Çocuk oyun alaný sahipliði,Telefon hattý sayýsý,Cep telefonu sayýsý,Bilgisayar sayýsý,Internet aboneliði  sayýsý,"Panel TV (Plazma, LCD, LED, 3D vb.) sayýsý",Video kamera  sayýsý,Uydu anteni  sayýsý,Buzdolabý  sayýsý,Derin dondurucu sayýsý,Bulaþýk makinesi sayýsý,Mikrodalga fýrýn sayýsý,Otomatik çamaþýr makinesi sayýsý,Çamaþýr kurutma makinesi sayýsý,Halý yýkama makinesi sayýsý,Klima  sayýsý,Oyun konsolu sayýsý,"Otomobil (binek, 4x4, van vb.) sayýsý","Ýþverence saðlanan araç (otomobil,minibüs,vb.) sayýsý",Motosiklet sayýsý,Motorlu-motorsuz deniz taþýtlarý sayýsý,Müstakil konut sahipliði,Müstakil konut miktarý,Müstakil konutun kiraya verilen miktarý,Müstakil konutun toplam aylýk kira degeri,Apartman dairesi sahipliði,Apartman dairesi miktarý,Apartman dairesi kiraya verilen miktarý,Apartman dairesi toplam aylýk kira degeri,Yazlýk sahipliði,Yazlýk miktarý,Yazlýk kiraya verilen miktarý,Yazlýk toplam aylýk kira degeri,Tarla sahipliði,Tarla miktarý,Tarla kiraya verilen miktarý,Tarla toplam aylýk kira degeri,Bað sahipliði,Bað miktarý,Bað kiraya verilen miktarý,Bað toplam aylýk kira degeri,Sera sahipliði,Sera miktarý,Sera kiraya verilen miktarý,Sera toplam aylýk kira degeri,Arsa sahipliði,Arsa miktarý,Arsa kiraya verilen miktarý,Arsa toplam aylýk kira degeri,"Dükkan, depo sahipliði","Dükkan, depo miktarý","Dükkan, depo kiraya verilen miktarý","Dükkan, depo toplam aylýk kira degeri","Otel, motel, pansiyon sahipliði","Otel, motel, pansiyon miktarý","Otel, motel, pansiyon kiraya verilen miktarý","Otel, motel, pansiyon toplam aylýk kira degeri",Elektrikli bisiklet sayýsý,Sigara içme alýþkanlýðý olan fert olup olmadýðý,Alkol içme alýþkanlýðý olan fert olup olmadýðý,Dýþarýda yemek yeme alýþkanlýðýnýn olup olmadýðý,Günlük gazete satýn alma alýþkanlýðý olup olmadýðý,Aylýk/haftalýk dergi veya mecmua satýn alma alýþkanlýðý olup olmadýðý,"Sinema, tiyatro, spor müsabakasý vb. yerlere gitme alýþkanlýðý olup olmadýðý",Ücretli TV yayýn aboneliði olup olmadýðý,"Ücret ödeyerek spor, eðlence, kültür vb. amaçlý faaliyette bulunup bulunmadýðý",Þans oyunlarý oynama alýþkanlýðý olup olmadýðý,"Kahvehane, kafe, lokal, internet kafe vb. yerlere gitme alýþkanlýðý olup olmadýðý","Hayat sigortasý, bireysel emeklilik primi veya isteðe baðlý sigorta primi ödenip ödenmediði",Kredi kartý kullanýlýp kullanýlmadýðý,Pazara gitme alýþkanlýðý olup olmadýðý,INTERNET_ALISVERIS_SIKLIK,Tasarrufu deðerlendirme þekli_1,Tasarrufu deðerlendirme þekli_2,Tasarrufu deðerlendirme þekli_3,Tasarrufu deðerlendirme þekli_4,Yýllýk kullanýlabilir hanehalký geliri (TL),OECD eþdeðer fert büyüklüðü,Hanehalký bazýnda harcama deðeri (TL),Hanehalký büyüklüðü,Faktor
1500026,3,1,4,,,,300,,,20,,4,3,96,6,6,6,6,5,11,,,4,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,4,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,1,2,2,1,2,2,90,,,,25751.07,2.8,2633.92,5,1760.7813421
1500027,3,1,4,,,,275,,,10,,4,3,90,6,6,6,3,5,11,,,4,6,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,18971.61,2.4,1491.38,5,2630.054362
1500028,3,1,1,,,,300,1,75000,0,4,4,4,100,3,3,3,3,5,11,,,4,6,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,19464.23,3.1,2478.52,6,3329.5067054
1500029,4,1,1,,,,300,1,40000,22,,4,3,90,3,3,3,3,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,200,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,1,2,2,1,1,2,90,,,,33639.85,1.5,1257.05,2,1612.9968956
1500030,2,1,1,,,,400,2,70000,10,,7,3,90,6,6,6,3,5,11,12,5,4,6,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,1,1,2,1,2,1,2,2,90,,,,51140.68,2.3,5319.29,4,2156.5329141
1500031,1,1,2,300,2,,,,,0,2,5,3,80,3,3,3,3,5,5,,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,1,2,2,2,1,2,90,,,,14681.77,1.8,2013.11,3,2575.0921051
1500032,2,1,2,266,2,,,,,3,,4,4,120,3,3,3,3,5,11,12,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,0,2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,14499.86,2.1,1201.87,4,2325.3552721
1500034,3,1,4,,,,300,,,20,,4,4,100,3,3,3,3,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,4,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,1,2,2,2,1,2,90,,,,17778.83,2.8,3477.1,5,2118.0106817
1500035,6,1,1,,,,250,2,40000,36,,4,3,80,6,6,6,3,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,1,2,2,2,1,2,90,,,,9078.17,1.5,1112.23,2,2730.2037596
1500036,5,1,1,,,,350,2,50000,25,,5,3,80,3,3,3,3,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,21664.03,3.2,1963.61,7,3003.9659409
1500037,6,1,1,,,,250,2,30000,34,,4,4,80,3,3,3,3,5,11,12,,4,4,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,14749.7,2,1409.87,3,2622.9512488
1500038,2,1,1,,,,300,2,50000,37,,4,4,100,3,3,3,3,5,11,12,,4,6,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,3,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,1,2,90,,,,57023.67,2,3899.77,3,1583.15778
1500039,2,1,1,,,,300,2,75000,10,,6,3,90,3,3,3,3,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,3,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,22455.16,2.5,2091.33,4,1552.4683863
1500040,2,1,2,333,2,,,,,2,,5,4,110,3,3,3,3,5,11,,,4,6,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,23895.33,2.1,1704.4,4,1535.4059996
1500041,1,1,1,,,,350,2,40000,24,,6,3,85,3,3,3,3,5,11,,,4,6,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,1,250,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,47808.72,2,3495.8,3,1526.2118284
1500042,6,1,4,,,,350,,,18,,6,4,150,3,3,3,3,6,5,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,310,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,27669.43,1.5,1760.05,2,1647.2138709
1500043,2,4,1,,,,450,2,75000,14,,5,3,80,3,3,3,3,6,5,,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,0,4,4,1,1,1,0,1,1,1,1,1,0,1,3,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,1,2,2,1,2,1,1,2,90,,,,49212.03,2.5,5177.03,4,2314.4791576
1500044,4,4,1,,,,600,2,110000,15,,6,3,80,3,3,3,3,6,5,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,0,2,1,1,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,1,2,1,1,2,1,1,2,90,,,,25727.71,1.5,1153.96,2,1627.1290401
1500045,2,4,2,530,2,,,,,2,,6,3,80,3,3,3,3,6,5,,,4,6,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,0,2,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,2,,,,2,,,,1,1,1,150,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,1,2,2,2,2,1,2,2,1,1,2,2,3,,,,40000.34,2.1,8223.43,4,1953.5582946
1500046,1,4,1,,,,800,1,130000,9,,5,4,105,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,0,3,2,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,90,,,,77155.41,2,8182.55,3,1509.0407224
1500047,4,4,2,450,2,,,,,1,,5,3,80,3,3,3,3,7,5,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,0,2,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,1,2,2,1,2,2,90,,,,28982.59,1.5,1588.72,2,1720.9774061
1500048,4,4,2,600,2,,,,,3,,5,4,135,3,3,3,3,6,5,,,4,6,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,0,2,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,300,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,1,2,2,2,2,2,1,2,2,1,2,90,,,,45586.26,1.5,2978.13,2,1426.0751271
1500049,4,1,1,,,,250,2,40000,46,,3,3,100,3,3,3,3,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,90,,,,7371.36,1.5,649.37,2,1289.426883
1500051,1,1,4,,,,250,,,10,,5,3,100,3,3,3,3,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1000,0,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,11673.16,1.8,661.75,3,1172.7540108
1500052,7,1,2,400,1,,,,,1,,7,3,70,3,3,3,3,6,5,,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,1,1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,,,53676.22,1.5,1497.87,2,2352.0223006
1500053,2,1,1,,,,400,2,30000,14,,5,3,84,6,6,6,6,5,11,12,,4,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,17060.14,2.5,1796.22,4,1296.4822929
1500054,6,1,1,,,,450,2,30000,1,,6,4,100,6,6,6,6,7,5,,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,,,,42967.66,1,3332.18,1,2382.3368471
1500055,5,1,1,,,,300,2,50000,30,,4,3,120,3,3,3,3,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,83,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,17083.26,2,1237.53,3,1233.3584509
1500056,3,1,4,,,,300,,,1,,3,2,70,6,6,6,6,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,19769.21,3.3,1833.78,6,2272.5638251
1500057,2,1,4,,,,300,,,20,,4,3,100,3,3,3,3,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,1,2,1,2,2,90,,,,30973.16,2.1,2441.71,4,1433.2179315
1500058,2,1,1,,,,350,2,60000,35,,3,4,120,6,6,6,6,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,208,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,90,,,,41552.91,2.5,1450.07,4,1971.5069527
1500059,2,1,4,,,,300,,,22,,3,3,80,6,6,6,6,5,11,12,,4,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,3,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,90,,,,21952.22,2.3,2948.88,4,1903.3858472
1500060,3,1,1,,,,350,2,60000,20,,5,4,120,6,6,6,6,5,11,,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,90,,,,25890.93,3.8,2124.25,7,1923.2606353
1500061,2,1,1,,,,400,2,70000,46,,3,4,120,3,3,3,3,5,12,11,,4,6,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,21359.8,1.5,2508.91,2,1459.3099314
1500062,2,1,1,,,,450,2,70000,5,,4,4,120,3,3,3,3,5,11,12,,4,6,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,1,1,1,2,90,,,,22682.12,2.1,2368.26,4,1574.3665603
1500064,2,1,1,,,,350,2,80000,15,,6,3,82,3,3,3,3,5,11,12,,4,6,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,2,1,320,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,20679.54,2.3,1394.83,4,1402.2806531
1500065,2,1,1,,,,350,2,80000,10,,7,4,100,3,3,3,3,5,11,12,,4,11,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,24917.14,2.1,1473.18,4,1567.3139855
1500066,2,1,2,320,2,,,,,2,,4,3,85,,3,3,3,5,12,,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,1,800,0,,1,800,0,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,1,2,1,2,90,,,,22878.74,2,2569.52,3,1320.5929402
1500067,1,3,1,,,,350,2,80000,4,,8,4,100,1,1,3,3,3,3,,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,18255.94,2,1919.03,3,839.88086124
1500068,2,1,2,200,2,,,,,1,,5,3,85,1,1,3,3,5,12,11,,4,4,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,9034.89,2.1,1374.31,4,1607.5161889
1500069,1,1,1,,,,300,2,60000,22,,5,4,120,1,1,3,3,3,3,,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,0,3,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,21349.4,2,3307.86,3,1490.8880617
1500070,1,3,2,225,2,,,,,6,,7,5,125,1,1,3,3,5,12,11,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,14571.33,2,1121.01,3,1396.1454122
1500071,2,3,4,,,,300,,,10,,7,4,95,1,1,1,3,3,3,,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,0,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,24644.26,2.1,1267.21,4,1347.5636923
1500072,2,3,4,,,,300,,,15,,6,4,105,1,1,3,3,5,12,11,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,19201.04,2.1,2128.38,4,1404.0506071
1500073,5,1,4,,,,150,,,25,,5,3,80,6,6,6,6,5,11,12,,4,5,2,4,4,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,28319.63,2.3,3304.7,4,1844.115498
1500074,2,1,4,,,,150,,,20,,5,3,80,2,2,6,6,5,11,12,,4,4,2,4,4,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,28051.75,2.3,1179.88,4,1171.2287366
