BIRIMNO;HH_TIP_HBA;KONUT_TIP;MULKIYET;KIRA_TUTAR;KIRA_SEKLI;FERTNO_LOJMAN;KIRA_IZAFI;KONUT_BORC;KONUT_PIYASA_DEGER;KONUT_SURE_YIL;KONUT_SURE_AY;BINA_YIL;ODA_SAYI;KONUT_ALAN;ZEMIN_SALON;ZEMIN_ODA;ZEMIN_MUTFAK;ZEMIN_BANYO;ISITMA_SISTEM;YAKIT_TUR_1;YAKIT_TUR_2;YAKIT_TUR_3;YAKIT_TUR_MUTFAK;YAKIT_TUR_SICAKSU;OLCEK_ALISVERIS;OLCEK_BANKACILIK;OLCEK_POSTA;OLCEK_ULASIM;OLCEK_SAGLIK_MERKEZI;OLCEK_ZORUNLU_EGITIM;KONUT_IKINCI;BANYO;SAUNA;JAKUZI;TUVALET;MUTFAK;COP_OGUTUCU;KALORIFER;TABAN_ISITMA;BORULU_SU_SISTEM;DOGALGAZ;SICAKSU;KABLO_YAYIN;ASANSOR;GARAJ;HAVUZ;JENERATOR;GUVENLIK_SISTEM;BALKON;BAHCE;COCUK_OYUN_ALAN;TELEFON_HAT_SAYI;CEP_TELEFON_SAYI;BILGISAYAR_SAYI;INTERNET_SAYI;PANEL_TV_SAYI;VIDEO_KAMERA_SAYI;UYDU_ANTEN_SAYI;BUZDOLABI_SAYI;DERIN_DONDURUCU_SAYI;BULASIK_MAKINE_SAYI;MIKRODALGA_FIRIN_SAYI;CAMASIR_MAKINE_SAYI;CAMASIR_KURUTMA_SAYI;HALI_YIKAMA_SAYI;KLIMA_SAYI;OYUN_KONSOL_SAYI;OTOMOBIL_SAYI;ISVEREN_ARAC_SAYI;MOTOSIKLET_SAYI;DENIZTASIT_SAYI;MUSKONUT_SAHIPLIGI;MUSKONUT_MIKTAR;MUSKONUT_KIRAYA_VERILEN;MUSKONUT_AYLIK_KIRA;APARTMAN_SAHIPLIGI;APARTMAN_MIKTAR;APARTMAN_KIRAYA_VERILEN;APARTMAN_AYLIK_KIRA;YAZLIK_SAHIPLIGI;YAZLIK_MIKTAR;YAZLIK_KIRAYA_VERILEN;YAZLIK_AYLIK_KIRA;TARLA_SAHIPLIGI;TARLA_MIKTAR;TARLA_KIRAYA_VERILEN;TARLA_AYLIK_KIRA;BAG_SAHIPLIGI;BAG_MIKTAR;BAG_KIRAYA_VERILEN;BAG_AYLIK_KIRA;SERA_SAHIPLIGI;SERA_MIKTAR;SERA_KIRAYA_VERILEN;SERA_AYLIK_KIRA;ARSA_SAHIPLIGI;ARSA_MIKTAR;ARSA_KIRAYA_VERILEN;ARSA_AYLIK_KIRA;DUKKAN_SAHIPLIGI;DUKKAN_MIKTAR;DUKKAN_KIRAYA_VERILEN;DUKKAN_AYLIK_KIRA;OTEL_SAHIPLIGI;OTEL_MIKTAR;OTEL_KIRAYA_VERILEN;OTEL_AYLIK_KIRA;ELEKTRIKLI_BISIKLET_SAYI;SIGARA_ALISKANLIK;ALKOL_ALISKANLIK;DISARIDA_YEMEK;GAZETE_ALISKANLIK;DERGI_ALISKANLIK;SINEMA_ALISKANLIK;UCRETLI_TV_ALISKANLIK;UCRETLI_SPOR_ALISKANLIK;SANS_OYUN_ALISKANLIK;KAHVEHANE_ALISKANLIK;OZEL_SIGORTA;KREDI_KARTI;PAZAR_ALISKANLIK;INTERNET_ALISVERIS_SIKLIK;TASARRUF_1;TASARRUF_2;TASARRUF_3;TASARRUF_4;YILKULGEL;EFB_OECD;HARCAMA;HHB;FAKTOR
1800012;22;122;4;;;;400;;;20;;4;3;100;3;3;3;3;2;111211;;;1316;1512;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;2;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;1;2;2;2;2;2;2;1;90;90;;;;47995.69;2.1;2594.55;4;2191.74719052
1800014;22;122;2;500;2;;;;;50;;3;4;140;6;6;6;6;2;111211;1111;;1316;14;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;4;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;2;2;2;2;2;2;2;2;1;1;1;90;8;;;;84407.65;2.5;4850.5;4;2368.38869278
1800016;21;122;1;;;;400;2;150000;35;;2;3;80;6;6;6;6;2;14;;;1316;14;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;2;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;1;90;90;;;;24393.18;1.5;816.77;2;1891.90965321
1800018;22;122;2;375;2;;;;;6;;6;5;150;6;6;1;6;2;1111;111211;;1316;14;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;2;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;90;90;;;;5139.58;2.4;1020.76;5;1664.88389979
1800019;3;11;1;;;;400;2;90000;15;;7;3;80;3;3;3;3;2;1111;111211;111212;1316;111211;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;0;3;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;2;2;90;90;;;;33358.37;2.8;2954.55;5;1810.16147998
1800020;1;11;4;;;;400;;;45;;3;4;200;3;3;3;3;2;14;;;1316;1512;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;2;;;;1;1;0;;2;;;;1;20;0;;1;20;0;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;2;2;90;90;;;;20707.1;1;9501.59;1;3485.38082200
1800021;22;11;1;;;;250;2;100000;9;;7;2;80;6;6;6;6;2;1111;;;1316;1512;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;2;2;1;2;90;90;;;;28162.99;2.1;1626.18;4;1602.89508607
1800022;23;121;1;;;;333;2;200000;50;;2;3;68;3;3;3;3;2;111211;;;111211;1316;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;0;2;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;3;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;1;2;2;2;2;2;2;2;2;2;90;90;;;;46661.23;1.5;2376.15;2;1574.19234754
1800023;23;11;1;;;;250;2;120000;20;;6;3;90;6;6;6;6;2;111211;1111;;1316;1512;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;2;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;2;2;2;2;2;2;2;2;2;2;1;90;90;;;;33979.32;2;2193.6;3;1832.41539483
1800024;22;11;2;333;2;;;;;0;5;4;3;75;6;6;6;6;2;111211;;;1316;111211;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;2;2;2;1;90;90;;;;11779.16;2.1;1497.35;4;2240.58498214
1800026;22;121;2;350;2;;;;;2;;6;3;90;3;3;3;3;2;111211;1111;;1316;1512;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;4;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;270;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;2;2;2;1;1;90;90;;;;57674.88;2.5;3566.11;4;377.93823779
1800027;22;121;1;;;;400;2;80000;20;;5;3;100;3;3;3;3;2;1111;111211;;1316;1512;3;3;3;3;3;3;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;3;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;3;0;;2;;;;2;;;;2;;;;1;12;0;;1;1;0;;2;;;;2;;;;2;;;;0;1;2;2;2;2;2;2;2;2;2;2;1;1;90;90;;;;23728.06;2;13521.79;3;376.33473773
1800028;21;11;1;;;;500;2;50000;30;;5;3;90;1;6;6;6;2;1111;111211;;1316;1512;3;3;3;3;3;3;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;;2;;;;2;;;;1;50;0;;2;;;;1;1;0;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;1;90;90;;;;20750.12;1.5;2972.12;2;376.28905539
1800030;1;142;3;240;;1;350;;;4;;7;3;75;3;3;3;3;2;111211;1111;;1316;14;3;3;3;3;2;3;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;2;2;1;1;1;90;5;8;;;47110.84;1;2947.4;1;377.76137474
1800031;1;11;1;;;;300;2;70000;15;;7;2;70;6;6;6;6;2;111211;1111;;1316;1512;5;5;5;5;5;5;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;1;2;2;1;2;90;90;;;;14842.18;1;3315.6;1;377.85361313
1800032;4;11;1;;;;200;1;60000;45;;2;3;70;3;3;3;3;2;111212;111211;;111211;111211;5;5;5;5;5;5;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;90;90;;;;16245.46;1.5;1082.41;2;376.71729612
1800033;22;11;1;;;;300;2;150000;62;;2;2;80;2;2;2;6;2;111211;;;1316;111211;4;4;4;4;4;4;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;0;4;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;0;1;0;1;1;0;;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;2;2;2;1;2;90;90;;;;28879.27;2.5;7345.08;4;378.36198518
1800034;4;122;1;;;;300;2;70000;6;;8;2;60;2;2;2;3;2;1111;111211;14;1316;1512;2;3;3;3;4;3;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;2;0;;2;;;;2;;;;1;10;10;250;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;1;1;2;1;2;90;5;;;;59356.26;1.5;3054.29;2;376.05290515
1800035;1;11;2;500;2;;;;;3;;7;3;80;3;3;3;3;2;1111;111211;;1316;14;3;3;5;5;3;3;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;2;;;;1;1;0;;2;;;;2;;;;2;;;;2;;;;1;270;0;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;11;90;;;;37899.14;1;2043.02;1;378.99379941
1800036;22;142;3;196;;1;400;;;0;5;6;3;88;3;3;3;3;12;1111;;;1316;14;3;3;2;2;5;3;2;1;2;2;1;1;2;1;2;1;2;1;1;2;2;2;1;2;1;1;1;0;2;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;2;;;;1;1;1;700;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;1;2;2;2;2;1;1;11;5;;;;89801.88;1.8;5063.13;3;376.62530737
1800037;22;132;4;;;;450;;;4;;7;4;100;3;3;3;3;2;111211;;;1316;1512;3;3;3;3;3;3;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;2;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;1;1;90;90;;;;36981.65;2.1;2326.77;4;1797.93471397
1800038;23;11;1;;;;500;2;60000;32;;2;3;89;3;2;3;3;2;1111;111211;;1316;1512;3;3;3;3;3;3;1;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;0;2;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;;2;;;;1;1;0;;2;;;;2;;;;1;3;0;;2;;;;2;;;;2;;;;0;1;2;2;2;2;2;2;2;2;1;2;2;2;90;90;;;;19628.02;1.5;1302.91;2;1738.33149197
1800040;22;11;1;;;;500;2;80000;23;;5;3;100;6;6;6;3;2;111211;1111;;1316;1512;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;3;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;2;0;;2;;;;2;;;;1;1;0;;1;1;0;;1;2700;0;;2;;;;1;1;1;1000;2;;;;0;1;2;1;2;2;2;2;2;1;1;2;2;2;90;90;;;;57151.57;2;4091.43;3;1295.46129953
1800041;22;11;4;;;;400;;;50;;3;3;80;1;1;1;3;2;111211;;;1316;1512;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;4;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;2;;;;2;;;;2;;;;2;;;;1;2;0;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;2;2;11;90;;;;39509.58;2.5;5722.17;4;1747.26688281
1800042;23;11;1;;;;250;2;50000;20;;6;3;90;6;6;6;3;2;1111;111211;;1316;1512;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;4;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;2;1;90;90;;;;23255.98;2.3;5306.1;4;1044.44170824
1800043;22;11;4;;;;500;;;7;;8;3;90;1;1;3;3;2;111211;1111;;1316;1512;2;3;3;2;2;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;2;;;;2;;;;2;;;;2;;;;1;14;0;;2;;;;2;;;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;1;2;2;2;11;90;;;;22116.41;2.1;2159.33;4;1106.76377837
1800044;3;11;4;;;;200;;;17;;4;3;70;1;1;3;3;2;111211;1111;;1316;1512;2;3;3;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;4;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;2;;;;2;;;;2;;;;1;4;0;;2;;;;2;;;;2;;;;2;;;;2;;;;0;1;2;2;2;2;2;2;2;2;1;2;2;1;90;90;;;;28849.05;2.5;5411.85;4;1186.65195644
1800047;22;11;1;;;;400;2;100000;5;;8;3;80;1;1;3;3;2;111211;1111;;1316;111211;4;4;4;4;4;2;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;;2;;;;2;;;;2;;;;1;6;0;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;1;2;1;2;90;90;;;;82149.46;2.1;1783.52;4;1260.27179351
1800049;1;121;1;;;;400;2;150000;10;;4;4;120;6;6;6;6;2;111211;;;1316;14;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;2;0;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;90;98;;;;19218.72;1;1281.31;1;3177.99221853
1800050;3;132;2;400;2;;;;;8;;6;4;100;3;3;3;3;2;1111;111211;;1316;14;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;2;2;2;1;1;90;90;;;;24625.78;2.5;2566.24;4;1668.11873369
1800051;23;11;2;175;2;;;;;4;;4;3;80;6;6;6;6;2;111211;1111;;1316;1512;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;1;85;0;;2;;;;2;;;;0;1;2;1;2;2;2;2;2;2;2;2;2;2;90;90;;;;16593.16;1.8;908.66;3;1298.02600096
1800052;22;132;2;300;2;;;;;6;;5;3;80;3;2;3;3;32;14;;;1316;14;2;2;2;2;3;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;0;2;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;0;2;2;1;2;2;2;2;2;2;2;2;2;1;90;90;;;;39546.83;1.8;1926.48;3;1239.44551419
