BULTEN;HHTIPI;KONUTTIP;MULKIYET;KIRA_AY;KIRA_SEK;LOJ_FERT;IZAFI_K;KONUTSAH;KON_BORC;KONDEGER;OTUR_SUR;BINA_TAR;ODA_SAY;KON_ALAN;zemin_SAL;zemin_ODA;zemin_MUT;zemin_BAN;ISIT_SIS;YAKIT_1;YAKIT_2;YAKIT_3;YAKIT_MUT;YAKIT_SU;zor_alýs;zor_banka;zor_posta;zor_ulas;zor_saglý;zor_egiti;konutiki;konut2_n;BANYO;SAUNA;JAKUZI;TUVALET;MUTFAK;COPOGUT;KALORIF;TABANISI;SU_SIS;DOG_GAZ;SICAKSU;KABLOYAY;ASANSOR;GARAJ;HAVUZ;JENRATOR;TELEFON;CEPTEL;BILGISAY;INTERN;LCDTELE;KAMERA;UYDUANT;BUZDOLAB;DERINDON;BULASIK;M_FIRIN;CAMASIR;KURUTMA;HALIYIKA;KLIMA;OYUNKONS;OTOADET;OTOADET2;OTOADET3;ISOTOADT;MOTOADET;DENTADET;MUSKONUT;MUSMIK;MUSKIRA;MUSKDEG;APARTMAN;APTMIK;APTKIRA;APTKDEG;YAZLIK;YAZMIK;YAZKIRA;YAZKDEG;TARLA;TARMIK;TARKIRA;TARKDEG;BAG;BAGMIK;BAGKIRA;BAGKDEG;SERA;SERAMIK;SERAKIRA;SERAKDEG;ARSA;ARSAMIK;ARSAKIRA;ARSAKDEG;DUKKAN;DUKMIK;DUKKIRA;DUKKDEG;OTEL;OTELMIK;OTELKIRA;OTELKDEG;YILKULGEL;EFB_OECD;HARCAMA;HHB;faktor
1401560;4;1;1;;;;350;1992;2;60000;18;6;3;100;6;6;3;3;1;1;2;;4;7;3;2;2;3;2;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;19500,95;1,5;935;2;951,8863295
1401561;5;1;1;;;;800;1996;2;250000;18;6;6;130;1;1;3;3;3;3;;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;6;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;1;1;1;250;0;;;;0;;;;1;5;0;;0;;;;0;;;;0;;;;0;;;;60918,82;3,3;6776,99;6;2108,695117
1401562;5;4;1;;;;500;1994;2;100000;20;6;3;90;1;1;3;3;3;3;;;3;3;3;3;3;2;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;1;2;0;;0;;;;0;;;;1;1;1;600;0;;;;50317,86;2,6;2977,75;5;2525,765461
1401563;5;2;1;;;;800;2000;2;150000;14;6;7;180;1;1;3;3;3;3;1;4;3;3;2;2;2;2;2;2;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;85227,62;4,4;9120,73;9;4819,245759
1401564;6;1;1;;;;500;1950;2;80000;57;2;5;120;1;1;3;3;1;1;2;;4;5;1;1;1;1;1;1;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;1;1;1;650;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;22351,74;1,5;1980,85;2;2316,927526
1401565;3;1;1;;;;1000;2003;2;300000;11;7;8;250;1;1;3;3;3;3;;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;5;2;1;1;0;1;1;1;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;8;8;25600;0;;;;432186,98;3;9460,35;5;2378,119229
1401566;5;1;1;;;;500;1994;2;60000;20;6;4;80;1;1;3;3;1;1;2;;4;5;1;1;1;1;1;1;2;;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;;0;0;0;1;1;0;;1;1;1;700;0;;;;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;52543,72;4,1;3209,96;8;2993,702713
1401568;2;4;1;;;;550;1982;2;150000;32;4;4;140;2;2;3;3;3;3;;;3;3;3;2;2;2;2;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;1;6;5;3400;0;;;;0;;;;0;;;;0;;;;1;1800;0;;0;;;;0;;;;63293,23;2,5;3803,2;4;615,4391491
1401569;4;3;1;;;;750;1990;2;150000;10;5;3;100;1;1;3;3;3;3;;;3;3;3;2;2;2;2;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;0;2;0;1;1;1;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;1;4;1;250;0;;;;0;;;;0;;;;0;;;;1;1100;0;;0;;;;0;;;;27216,51;1,5;3389,9;2;615,9402354
1401570;1;1;1;;;;350;1991;2;150000;23;5;4;125;4;4;3;3;1;1;2;;4;5;2;2;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;320;0;;0;;;;0;;;;21106,86;2;1564,2;3;623,2141003
1401572;3;1;1;;;;800;1995;2;50000;1;6;6;200;1;1;3;3;3;3;;;3;3;3;1;1;1;1;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;4;2;1;1;0;1;1;0;1;1;1;0;0;1;1;0;;;0;0;0;1;1;0;;1;3;2;6000;0;;;;1;7;0;;0;;;;0;;;;1;4450;0;;1;1;1;1200;0;;;;115045,57;2,8;4640,33;5;615,2148986
1401573;5;4;2;550;2;;;;;;4;6;3;90;4;4;3;3;2;3;;;3;3;4;2;3;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;47556,95;3,5;3525,07;6;3074,347716
1401574;5;4;1;;;;450;1975;2;100000;38;5;4;110;2;1;3;3;3;3;;;3;3;3;2;3;2;3;3;1;3;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;1;500;0;;0;;;;0;;;;32332,41;2,5;3279,2;4;2126,104907
1401575;3;4;4;0;;;400;;;80000;13;3;3;90;4;4;3;3;1;1;2;;4;5;3;2;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31963,08;2,7;1841,3;6;5054,078811
1401576;2;1;4;0;;;400;;;100000;13;1;4;80;2;2;7;3;1;1;2;4;5;5;2;2;3;2;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;2;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;20019,95;2,1;1777,25;4;1997,596463
1401580;7;3;1;;;;2500;1970;2;800000;5;3;3;160;1;1;3;3;2;3;;;4;5;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;2;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;65570,7;1,5;5506,21;2;2003,421485
1401581;1;4;2;2300;2;;;;;;3;4;3;90;1;1;3;3;2;3;;;4;5;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;3;3;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;191715,29;1,8;7182,74;3;2618,166897
1401582;6;4;2;2100;2;;;;;;10;4;3;120;1;1;8;3;2;3;;;5;5;4;4;4;4;4;4;2;;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;2;2;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;122363,21;1,5;9598,15;2;2518,368856
1401583;6;4;2;1500;2;;;;;;3;4;4;135;1;1;1;3;2;3;;;4;5;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;55291,96;1;3245,1;1;6011,774423
1401585;1;4;1;;;;800;2006;2;190000;8;6;4;110;1;1;3;3;3;3;;;3;3;3;3;2;4;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;113988,15;1,8;5082,45;3;2577,028773
1401586;2;4;2;450;2;;;;;;8;5;4;100;7;7;3;3;1;2;1;;4;5;3;2;2;4;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;34551,01;2,5;2630,03;4;2880,774308
1401588;5;4;1;;;;400;1999;2;130000;15;6;3;100;4;4;3;3;1;3;1;2;3;3;1;2;2;2;2;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;3;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;37501,33;3,3;2259,4;6;4425,095935
1401589;6;4;1;;;;500;2002;2;150000;12;6;4;110;2;2;3;3;3;3;;;3;3;3;2;2;4;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;17458,08;1;884,06;1;4678,711244
1401590;1;4;1;;;;500;1990;2;150000;23;5;4;120;1;4;3;3;3;3;;;3;3;3;2;2;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;3;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;40139,25;2;3249,05;3;2323,347824
1401591;4;3;2;500;2;;;;;;1;8;4;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;36583,93;1,5;1888,55;2;3300,585314
1401593;5;4;1;;;;500;2004;2;100000;10;6;4;100;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;4;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;1;1;0;;0;;;;1;180;180;417;0;;;;0;;;;0;;;;0;;;;0;;;;53697,08;2,5;2235,89;4;2011,559653
1401596;5;4;2;500;2;;;;;;3;5;3;90;4;4;3;3;3;3;;;3;3;3;2;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;45051,91;2,3;2223,58;4;2245,302077
1401597;2;4;1;;;;900;2002;2;200000;12;6;4;100;1;1;3;3;3;3;;;3;3;3;3;3;3;2;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;109643,43;2,5;5786,85;4;3696,316482
1401598;4;4;1;;;;750;1999;2;200000;14;6;4;115;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;2;0;0;0;0;1;1;1;1;0;1;0;0;1;0;1;0;;0;0;0;0;;;;1;3;2;1300;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;38841,66;1,5;3285,96;2;2530,239733
1401599;2;4;2;800;2;;;;;;0;7;3;110;2;2;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;4;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;35894,07;2,5;2927,73;4;2569,783702
1401601;6;1;1;;;;750;1984;2;400000;29;1;3;120;1;1;4;3;1;1;2;;4;5;4;3;4;4;3;4;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;19649,65;1;1354,37;1;5577,910185
1401602;4;1;1;;;;650;1964;2;150000;42;3;2;80;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;;;0;0;0;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;23774,48;1,5;1444,36;2;2530,239733
1401603;6;4;1;;;;400;1987;2;60000;27;5;3;80;1;1;3;3;3;3;;;3;3;3;3;3;2;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;1;6;0;;0;;;;1;4;0;;0;;;;0;;;;0;;;;0;;;;0;;;;17314,42;1;1528,75;1;6212,414893
1401604;4;4;2;450;2;;;;;;0;5;3;90;1;1;3;3;3;3;;;3;3;3;2;3;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;;;0;1;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;10436,23;1,5;2518,7;2;3569,380963
1401605;6;4;1;;;;400;1990;2;120000;24;5;3;110;4;4;3;3;1;1;;;4;5;3;2;3;2;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31859,6;2;2520,07;3;1847,494335
1401607;3;1;1;;;;450;1998;2;60000;15;5;3;70;4;4;3;3;3;3;;;3;3;3;2;3;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;5;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;;;0;0;0;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;23357,81;3;1832,44;5;2922,312129
1401608;3;1;4;0;;;300;;;60000;15;6;3;70;4;4;3;3;1;3;;;3;5;3;2;3;2;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;27324,58;3,1;1346,82;6;2254,017343
1401610;3;5;1;;;;1200;2010;1;325000;3;8;5;170;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;0;2;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;1;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;73321,25;2,6;6123,14;5;1975,682631
1401613;2;4;1;;;;1000;2000;2;250000;13;6;4;135;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;4;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;57072,39;2,5;3692,64;4;1683,607759
1401614;5;4;1;;;;600;2008;2;130000;5;7;3;80;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;3;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;59338,02;2;5111,68;3;2478,742409
1401615;3;4;2;550;2;;;;;;5;3;3;70;4;4;3;3;1;3;;;3;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;3;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;19607;2,8;1614,52;5;2238,089216
1401616;3;3;4;0;;;500;;;120000;13;6;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;64292,83;2,4;9623,95;5;1874,118159
1401617;3;4;1;;;;750;2013;1;170000;1;8;4;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;4;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;74120,25;3,6;3156,37;7;3781,798852
1401618;2;3;1;;;;600;2009;1;145000;5;8;3;85;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;3;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;47946,78;2,3;3395,69;4;2555,75902
1401619;3;4;2;700;2;;;;;;4;8;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;38427,14;2,7;2365,58;6;4560,139487
1401620;3;4;1;;;;500;1993;2;200000;21;6;3;85;2;2;8;8;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;0;;0;;;;48013,31;3,5;1999,17;6;4273,463463
1401621;2;3;3;0;;1;800;;;200000;3;3;4;110;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;1;550;0;;;;41617,72;2,5;2978,38;4;2233,640931
1401622;2;4;2;1000;2;;;;;;4;2;4;130;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;2;1;0;0;0;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;71507,89;2,5;3687,09;4;2886,181208
1401626;1;4;1;;;;800;2005;2;200000;9;4;3;60;1;1;3;3;3;3;;;3;3;3;4;4;4;4;4;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;600;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;40174,63;2;2658,69;3;2426,530852
1401628;2;4;4;0;;;500;;;120000;8;6;4;150;1;1;3;3;1;2;1;;4;5;3;1;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;29886,26;2,1;1498,88;4;2593,933451
1401629;1;3;2;200;2;;;;;;1;6;3;80;4;4;3;3;1;2;1;;4;4;3;2;3;2;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;20453,15;1,8;1531,11;3;2309,624745
1401631;1;4;1;;;;350;2012;2;80000;2;6;3;100;1;4;3;3;1;1;2;;4;5;3;1;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;2;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;18633,08;1,8;2671,3;3;2551,134434
1401632;5;1;1;;;;350;2006;1;80000;8;7;3;90;1;1;3;3;1;2;1;;4;5;3;2;1;2;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;1;3;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;200;0;;0;;;;0;;;;19710,98;2,8;3552,45;5;3289,086317
1401634;2;4;1;;;;500;2006;2;80000;8;6;3;70;4;4;3;3;1;3;;;3;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;38423,23;2,3;3702,13;4;2334,888792
1401636;3;4;1;;;;500;1999;2;150000;12;6;4;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;4;3;900;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;92151,16;3;5314,5;5;2593,103065
1401637;5;4;2;350;2;;;;;;2;6;3;85;4;4;3;3;1;1;2;3;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;25826,48;2,3;1988;4;2485,405869
1401638;2;4;2;400;2;;;;;;3;7;4;120;4;4;3;3;1;1;2;;4;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;27421,78;2,1;1577,8;4;2612,072848
1401640;3;4;1;;;;600;2010;1;120000;4;6;4;120;1;1;3;3;3;3;;;3;3;3;2;2;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;0;0;1;1;1;1;0;1;0;1;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;36195,51;2,9;3309;6;3832,658441
1401641;5;4;2;500;2;;;;;;4;8;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;4;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;65152,59;2,6;4073,11;5;4386,130039
1401642;3;3;2;350;2;;;;;;14;5;4;110;6;6;6;3;1;3;;;3;5;3;2;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;4;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;40324,24;3,5;1873,7;6;4919,313194
1401643;2;4;2;500;2;;;;;;4;6;3;89;2;1;3;3;3;3;;;3;3;3;2;2;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;21762,8;2,5;2342,52;4;3107,758106
1401644;1;3;1;;;;500;1998;2;120000;16;5;3;89;1;1;3;3;3;3;;;3;3;3;2;2;3;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;27784,36;1,8;1602,61;3;2324,905621
1401646;4;4;1;;;;500;1998;2;90000;16;6;3;95;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;42034,2;1,5;1290,87;2;2945,913209
