BULTEN;HHTIPI;KONUTTIP;MULKIYET;KIRA_AY;KIRA_SEK;LOJ_FERT;IZAFI_K;KONUTSAH;KON_BORC;KONDEGER;OTUR_SUR;BINA_TAR;ODA_SAY;KON_ALAN;zemin_SAL;zemin_ODA;zemin_MUT;zemin_BAN;ISIT_SIS;YAKIT_1;YAKIT_2;YAKIT_3;YAKIT_MUT;YAKIT_SU;zor_alýs;zor_banka;zor_posta;zor_ulas;zor_saglý;zor_egiti;konutiki;konut2_n;BANYO;SAUNA;JAKUZI;TUVALET;MUTFAK;COPOGUT;KALORIF;TABANISI;SU_SIS;DOG_GAZ;SICAKSU;KABLOYAY;ASANSOR;GARAJ;HAVUZ;JENRATOR;TELEFON;CEPTEL;BILGISAY;INTERN;LCDTELE;KAMERA;UYDUANT;BUZDOLAB;DERINDON;BULASIK;M_FIRIN;CAMASIR;KURUTMA;HALIYIKA;KLIMA;OYUNKONS;OTOADET;OTOADET2;OTOADET3;ISOTOADT;MOTOADET;DENTADET;MUSKONUT;MUSMIK;MUSKIRA;MUSKDEG;APARTMAN;APTMIK;APTKIRA;APTKDEG;YAZLIK;YAZMIK;YAZKIRA;YAZKDEG;TARLA;TARMIK;TARKIRA;TARKDEG;BAG;BAGMIK;BAGKIRA;BAGKDEG;SERA;SERAMIK;SERAKIRA;SERAKDEG;ARSA;ARSAMIK;ARSAKIRA;ARSAKDEG;DUKKAN;DUKMIK;DUKKIRA;DUKKDEG;OTEL;OTELMIK;OTELKIRA;OTELKDEG;YILKULGEL;EFB_OECD;HARCAMA;HHB;faktor
1407128;2;4;1;;;;1200;2010;2;400000;4;5;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;2;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;0;;1;0;0;0;;;;1;2;1;500;0;;;;1;3;0;;0;;;;0;;;;0;;;;0;;;;0;;;;116643,53;2,1;6513,49;4;2373,952538
1407129;4;4;2;750;2;;;;;;0;8;4;130;1;1;3;3;3;3;;;3;3;3;2;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;33918,57;1,5;2717,7;2;3277,508746
1407130;1;3;1;;;;900;2012;1;190000;1;7;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;42590,88;1,8;1908,68;3;1923,638346
1407132;6;4;1;;;;800;2004;2;190000;5;6;4;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;23948,97;1;1683,06;1;4207,553472
1407133;4;4;1;;;;900;2011;2;160000;3;3;3;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;51895,65;1,5;7003,63;2;2798,787096
1407136;1;4;1;;;;700;2012;1;220000;2;7;4;120;1;1;3;3;3;3;;;3;3;3;2;3;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;2;3;1;1;1;1;1;0;1;0;1;0;1;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;82954,81;1,8;6510,45;3;1859,468065
1407137;5;4;1;;;;750;2012;1;150000;2;7;4;130;1;1;3;3;3;3;;;3;3;2;1;1;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;4;2;1;1;0;1;1;0;1;1;1;0;0;0;0;0;;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;71053,97;2,8;3169,25;5;3165,578609
1407140;1;4;1;;;;800;2006;2;270000;8;7;4;120;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;3;2;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;0;;0;;;;44059,32;1,8;4018,33;3;1638,376881
1407141;5;4;1;;;;450;2006;2;200000;8;8;3;120;2;2;3;3;3;3;;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;5;1;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;51181,77;3,5;3863,09;6;5944,227819
1407143;6;1;1;;;;300;2009;2;120000;6;8;3;90;3;6;3;3;1;1;2;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;26485,7;1,8;2593,87;3;2714,460018
1407144;3;4;1;;;;400;2006;2;150000;9;7;2;60;1;1;3;3;1;1;2;;4;5;2;2;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;7057,43;2,6;1891,34;5;2715,065543
1407145;2;3;3;180;;3;400;;;120000;4;6;4;110;1;1;3;3;2;3;;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;0;3;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;1;5;0;;0;;;;0;;;;0;;;;0;;;;0;;;;65512,25;2,5;2303,13;4;5154,7353
1407147;3;4;4;0;;;500;;;150000;12;5;5;125;1;1;1;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;2;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;68912,31;2,4;4474,93;5;2743,051219
1407148;1;4;2;500;2;;;;;;1;8;4;100;1;1;3;3;3;3;;;3;3;3;2;2;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;26601,38;1,8;2320,25;3;2669,258667
1407149;2;1;2;400;2;;;;;;2;5;3;90;4;4;3;3;1;1;2;;3;3;3;2;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;1;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;14904,24;2,1;1486,62;4;2531,514105
1407150;3;4;1;;;;400;2001;2;150000;9;7;4;130;6;6;3;3;1;1;2;;4;5;2;2;2;2;2;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31474,03;2,6;2527,28;5;2367,40096
1407152;5;5;1;;;;550;2013;1;150000;1;8;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;3;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;46795,79;2,6;1833,73;5;2173,252529
1407153;3;5;2;1300;2;;;;;;5;7;5;150;1;1;3;3;3;3;;;3;3;4;4;4;4;4;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;5;1;1;3;1;1;2;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;;;;1;1;1;550;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;131553,83;2,8;7651,77;5;2871,311744
1407154;3;4;4;500;;;600;;;200000;7;5;3;80;1;1;3;3;3;3;;;3;3;4;4;4;4;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;22716,61;2,4;1712,23;5;2000,86725
1407155;2;4;2;600;2;;;;;;2;5;3;75;1;1;3;3;3;3;;;3;3;4;3;3;4;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;33150,53;2,1;2162,64;4;2408,20344
1407156;6;4;1;;;;550;2011;2;160000;3;6;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;33938,29;1;2189,84;1;5828,893906
1407157;5;4;2;700;2;;;;;;5;5;3;110;1;1;3;3;3;3;;;3;3;4;4;4;4;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;49518,21;3,3;4018,92;6;2996,085283
1407158;2;4;2;850;2;;;;;;1;8;4;110;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;2;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;0;;0;;;;38557,99;2,1;6371,62;4;2458,987506
1407160;6;4;1;;;;1750;1990;2;350000;24;5;4;100;5;5;3;3;2;3;;;3;3;3;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;2;2;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;400;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;60409,06;2;4127,98;3;1516,292883
1407161;2;4;2;1150;2;;;;;;1;6;4;110;1;1;3;3;2;3;;;4;5;3;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;4;3;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;;0;0;0;0;;;;1;2;1;300;1;1;0;;0;;;;0;;;;0;;;;1;1500;0;;1;1;1;250;0;;;;57333,6;2,5;4143,92;4;2084,099551
1407163;7;4;2;1250;2;;;;;;5;6;3;100;1;1;3;3;2;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;29295,77;1;2611,96;1;5700,556273
1407164;3;4;1;;;;1500;1991;2;450000;23;5;5;145;1;1;3;3;2;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;5;1;1;2;1;1;1;1;1;1;1;0;0;0;1;1;0;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;56583,93;2,8;7742,96;5;3332,552107
1407166;3;2;1;;;;350;1996;2;60000;18;6;4;100;4;4;3;3;1;2;1;;4;5;3;2;2;3;3;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;4;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43384,88;3,3;4337,38;6;5431,261368
1407168;3;4;1;;;;300;2001;2;60000;13;6;3;90;4;4;3;3;3;3;;;3;3;3;2;2;3;3;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;5;2;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;5;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;79968,68;3,5;4365,17;6;5005,62229
1407169;5;4;1;;;;300;2004;2;70000;10;7;3;100;4;4;4;3;1;3;1;2;3;3;3;2;2;3;3;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;23630,43;2,6;2046,96;5;1873,01167
1407170;2;4;1;;;;350;1999;2;80000;15;6;4;120;4;4;3;3;1;6;;;4;5;3;2;2;3;3;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;33261,2;2,5;6231,46;4;2942,357533
1407173;1;4;1;;;;500;1994;2;100000;20;5;3;88;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;59302,39;2;3592,17;3;1761,769535
1407174;1;4;4;0;;;600;;;280000;9;5;4;119;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;2;2;1;1;0;1;1;1;0;0;1;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43163,24;1,8;4487,81;3;2810,836959
1407175;5;4;2;600;2;;;;;;20;5;4;110;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;5;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;80157,02;3,8;6731,99;7;4690,582975
1407176;6;4;2;500;2;;;;;;11;5;4;110;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;21370,36;1;2279,09;1;4960,230728
1407177;4;4;1;;;;1000;2014;1;370000;0;8;4;115;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;2;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;110693,91;1,5;3259,2;2;3885,42611
1407178;4;4;4;0;;;500;;;130000;11;4;4;90;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;40860,99;1,5;2127,72;2;3614,553521
1407180;4;4;2;750;2;;;;;;2;8;3;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;2;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;2500;0;;0;;;;0;;;;97873,97;1,5;6153;2;3885,42611
1407181;2;4;1;;;;800;1999;2;170000;15;6;4;110;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;1;150;0;;;;110058,34;2,5;6435,19;4;3343,642133
1407182;1;4;2;550;2;;;;;;5;4;4;110;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;1;300;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;39627,02;1,8;6217,41;3;3061,37889
1407185;2;5;2;2500;2;;;;;;8;6;6;200;1;1;3;3;3;3;;;3;3;3;3;3;2;3;3;2;;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;4;1;1;2;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;63270,38;2,5;7758,5;4;4315,270312
1407186;2;5;1;;;;1500;2008;2;300000;6;5;4;120;1;1;8;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;56495,71;2,5;3243,53;4;3297,435437
1407187;1;5;2;1500;2;;;;;;12;5;6;190;1;1;8;3;3;3;;;3;3;3;3;3;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;3;1;1;1;0;1;1;0;1;0;1;1;0;1;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;10555,44;2;2447,33;3;2552,462002
1407190;2;4;2;350;2;;;;;;3;8;3;75;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;30441,61;2,3;3497,47;4;2058,751319
1407191;3;4;4;0;;;500;;;120000;12;6;4;120;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;26052,23;2,4;2115,18;5;2333,542801
1407192;3;4;1;;;;550;1993;2;100000;21;6;4;120;1;1;1;3;3;3;;;3;3;4;3;2;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;;0;0;0;1;1;0;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;55968,75;3,1;7985,58;6;3778,170948
1407193;1;4;4;0;;;400;;;90000;2;6;3;85;1;1;3;3;3;3;;;3;3;4;2;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;33300,73;2;2441,97;3;2184,708457
1407194;5;4;1;;;;500;1989;2;100000;25;5;3;90;4;4;3;3;3;3;;;3;3;3;2;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;4;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31397,41;3,4;2641,5;7;3634,163357
1407196;3;4;1;;;;500;2013;1;140000;0;8;3;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;3;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;45204,6;2,4;5178,04;5;2713,729557
1407197;2;4;1;;;;400;2011;2;100000;3;8;3;85;1;1;3;3;3;3;;;3;3;3;2;2;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31505,17;2,3;2441,68;4;2314,815448
1407198;1;3;1;;;;450;2013;1;85000;1;8;3;75;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;31710,77;1,8;1908,41;3;2484,308896
1407202;2;4;1;;;;800;2013;2;220000;1;8;3;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;55322,61;2,5;4575,2;4;4553,30912
1407204;2;4;1;;;;700;1980;2;80000;34;4;3;85;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;35489,19;2,5;2871,52;4;2398,120588
1407205;4;2;2;500;2;;;;;;1;5;2;55;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;16045,93;1,5;1305,02;2;3735,231256
1407206;6;4;1;;;;500;1990;2;130000;24;5;3;100;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;500;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;14946,7;1;1091,61;1;6195,342455
1407207;3;3;1;;;;550;2002;2;85000;12;5;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;3;1;2;1;1;1;0;1;0;1;1;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43812,87;2,8;2943,06;5;1651,29544
1407208;1;4;1;;;;700;2013;1;120000;1;7;4;120;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;42811,57;2;3732,09;3;2155,111911
1407209;2;4;1;;;;500;1997;1;70000;17;5;2;65;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;37269,85;2,5;2824,15;4;2140,103358
1407210;6;4;1;;;;400;1974;2;120000;40;3;3;90;4;4;3;3;1;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;15578,59;1;1000,7;1;4272,02194
1407211;3;4;2;550;2;;;;;;3;5;3;110;1;1;3;3;1;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;28002,54;2,7;2811,31;6;3372,077774
1407212;6;4;2;450;2;;;;;;2;3;2;60;4;4;3;3;1;3;;;3;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;25532,34;1,5;1556,45;2;2895,444899
1407213;6;4;1;;;;600;2000;2;150000;14;6;4;120;4;4;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;250;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;30386,69;1,5;1652,97;2;2443,84267
1407214;1;4;2;650;2;;;;;;3;8;3;85;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;1;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;61510,11;2;3524,72;3;2176,135574
1407216;1;4;2;650;2;;;;;;3;8;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;30389,71;2;3139,79;3;1690,376999
